PROBEID,SYMBOL
7895314,
7895315,
7895316,
7895317,
7895318,
7895319,
7895320,
7895321,
7895322,
7895323,
7895324,
7895325,
7895326,
7895327,
7895328,
7895329,
7895330,
7895331,
7895332,
7895333,
7895334,
7895335,
7895336,
7895337,
7895338,
7895339,
7895340,
7895341,
7895342,
7895343,
7895344,
7895345,
7895346,
7895347,
7895348,
7895349,
7895350,
7895351,
7895352,
7895353,
7895354,
7895355,
7895356,
7895357,
7895358,
7895359,
7895360,
7895361,
7895362,
7895363,
7895364,
7895365,
7895366,
7895367,
7895368,
7895369,
7895370,
7895371,
7895372,
7895373,
7895374,
7895375,
7895376,
7895377,
7895378,
7895379,
7895380,
7895381,
7895382,
7895383,
7895384,
7895385,
7895386,
7895387,
7895388,
7895389,
7895390,
7895391,
7895392,
7895393,
7895394,
7895395,
7895396,
7895397,
7895398,
7895399,
7895400,
7895401,
7895402,
7895403,
7895404,
7895405,
7895406,
7895407,
7895408,
7895409,
7895410,
7895411,
7895412,
7895413,
7895414,
7895415,
7895416,
7895417,
7895418,
7895419,
7895420,
7895421,
7895422,
7895423,
7895424,
7895425,
7895426,
7895427,
7895428,
7895429,
7895430,
7895432,
7895433,
7895434,
7895435,
7895436,
7895437,
7895438,
7895439,
7895440,
7895441,
7895442,
7895443,
7895444,
7895445,
7895446,
7895447,
7895448,
7895449,
7895450,
7895451,
7895452,
7895453,
7895454,
7895455,
7895456,
7895457,
7895458,
7895459,
7895460,
7895461,
7895462,
7895463,
7895464,
7895465,
7895466,
7895467,
7895468,
7895469,
7895470,
7895471,
7895472,
7895473,
7895474,
7895475,
7895476,
7895477,
7895478,
7895479,
7895480,
7895481,
7895482,
7895483,
7895484,
7895485,
7895486,
7895487,
7895488,
7895489,
7895490,
7895491,
7895492,
7895493,
7895494,
7895495,
7895496,
7895497,
7895498,
7895499,
7895500,
7895501,
7895502,
7895503,
7895504,
7895505,
7895506,
7895507,
7895508,
7895509,
7895510,
7895511,
7895512,
7895513,
7895514,
7895515,
7895516,
7895517,
7895518,
7895519,
7895520,
7895521,
7895522,
7895523,
7895524,
7895525,
7895526,
7895527,
7895528,
7895529,
7895530,
7895531,
7895532,
7895533,
7895534,
7895535,
7895536,
7895537,
7895538,
7895539,
7895540,
7895541,
7895542,
7895543,
7895544,
7895545,
7895546,
7895547,
7895548,
7895549,
7895550,
7895551,
7895552,
7895553,
7895554,
7895555,
7895556,
7895557,
7895558,
7895559,
7895560,
7895561,
7895562,
7895563,
7895564,
7895565,
7895566,
7895567,
7895568,
7895569,
7895570,
7895571,
7895572,
7895573,
7895574,
7895575,
7895576,
7895577,
7895578,
7895579,
7895580,
7895581,
7895582,
7895583,
7895584,
7895585,
7895586,
7895587,
7895588,
7895589,
7895590,
7895591,
7895592,
7895593,
7895594,
7895595,
7895596,
7895597,
7895598,
7895599,
7895600,
7895601,
7895602,
7895603,
7895604,
7895605,
7895606,
7895607,
7895608,
7895609,
7895610,
7895611,
7895612,
7895613,
7895614,
7895615,
7895616,
7895617,
7895618,
7895619,
7895620,
7895621,
7895622,
7895623,
7895624,
7895625,
7895626,
7895627,
7895628,
7895629,
7895630,
7895631,
7895632,
7895633,
7895634,
7895635,
7895636,
7895637,
7895638,
7895639,
7895640,
7895641,
7895642,
7895643,
7895644,
7895645,
7895646,
7895647,
7895648,
7895649,
7895650,
7895651,
7895652,
7895653,
7895654,
7895655,
7895656,
7895657,
7895658,
7895659,
7895660,
7895661,
7895662,
7895663,
7895664,
7895665,
7895666,
7895667,
7895668,
7895669,
7895670,
7895671,
7895672,
7895673,
7895674,
7895675,
7895676,
7895677,
7895678,
7895679,
7895680,
7895681,
7895682,
7895683,
7895684,
7895685,
7895686,
7895687,
7895688,
7895689,
7895690,
7895691,
7895692,
7895693,
7895694,
7895695,
7895696,
7895697,
7895698,
7895699,
7895700,
7895701,
7895702,
7895703,
7895704,
7895705,
7895706,
7895707,
7895708,
7895709,
7895710,
7895711,
7895712,
7895713,
7895714,
7895715,
7895716,
7895717,
7895718,
7895719,
7895720,
7895721,
7895722,
7895723,
7895724,
7895725,
7895726,
7895727,
7895728,
7895729,
7895730,
7895731,
7895732,
7895733,
7895734,
7895735,
7895736,
7895737,
7895738,
7895739,
7895740,
7895741,
7895742,
7895743,
7895744,
7895745,
7895746,
7895747,
7895748,
7895749,
7895750,
7895751,
7895752,
7895753,
7895754,
7895755,
7895756,
7895757,
7895758,
7895759,
7895760,
7895761,
7895762,
7895763,
7895764,
7895765,
7895766,
7895767,
7895768,
7895769,
7895770,
7895771,
7895772,
7895774,
7895775,
7895776,
7895777,
7895778,
7895779,
7895780,
7895781,
7895782,
7895783,
7895784,
7895785,
7895786,
7895787,
7895788,
7895789,
7895790,
7895791,
7895792,
7895793,
7895794,
7895795,
7895796,
7895797,
7895798,
7895799,
7895800,
7895801,
7895802,
7895803,
7895804,
7895805,
7895806,
7895807,
7895808,
7895809,
7895810,
7895811,
7895812,
7895813,
7895814,
7895815,
7895816,
7895817,
7895818,
7895819,
7895820,
7895821,
7895822,
7895823,
7895824,
7895825,
7895826,
7895827,
7895828,
7895829,
7895830,
7895831,
7895832,
7895833,
7895834,
7895835,
7895836,
7895837,
7895838,
7895839,
7895840,
7895841,
7895842,
7895843,
7895844,
7895845,
7895846,
7895847,
7895848,
7895849,
7895850,
7895851,
7895852,
7895853,
7895854,
7895855,
7895856,
7895857,
7895858,
7895859,
7895860,
7895861,
7895862,
7895863,
7895864,
7895865,
7895866,
7895867,
7895868,
7895869,
7895870,
7895871,
7895872,
7895873,
7895874,
7895875,
7895876,
7895877,
7895878,
7895879,
7895880,
7895881,
7895882,
7895883,
7895884,
7895885,
7895886,
7895887,
7895888,
7895889,
7895890,
7895891,
7895892,
7895894,
7895895,
7895896,
7895897,
7895898,
7895899,
7895900,
7895901,
7895902,
7895903,
7895904,
7895905,
7895906,
7895907,
7895908,
7895909,
7895910,
7895911,
7895912,
7895913,
7895914,
7895915,
7895916,
7895917,
7895918,
7895919,
7895920,
7895921,
7895922,
7895923,
7895924,
7895925,
7895926,
7895927,
7895928,
7895929,
7895930,
7895931,
7895932,
7895933,
7895934,
7895935,
7895936,
7895937,
7895938,
7895939,
7895941,
7895942,
7895943,
7895944,
7895945,
7895946,
7895947,
7895948,
7895949,
7895950,
7895951,
7895952,
7895953,
7895954,
7895955,
7895956,
7895957,
7895958,
7895959,
7895960,
7895961,
7895962,
7895963,
7895964,
7895965,
7895966,
7895967,
7895968,
7895969,
7895970,
7895971,
7895972,
7895973,
7895974,
7895975,
7895976,
7895977,
7895978,
7895979,
7895980,
7895981,
7895982,
7895983,
7895984,
7895985,
7895986,
7895987,
7895988,
7895989,
7895990,
7895991,
7895992,
7895993,
7895994,
7895995,
7895996,
7895997,
7895998,
7895999,
7896000,
7896001,
7896002,
7896003,
7896004,
7896005,
7896006,
7896007,
7896008,
7896009,
7896010,
7896011,
7896012,
7896013,
7896014,
7896015,
7896016,
7896017,
7896018,
7896019,
7896020,
7896021,
7896022,
7896023,
7896024,
7896025,
7896026,
7896027,
7896028,
7896029,
7896030,
7896031,
7896032,
7896033,
7896034,
7896035,
7896036,
7896037,
7896038,
7896039,
7896040,
7896041,
7896043,
7896044,
7896045,
7896046,
7896047,
7896049,
7896050,
7896051,
7896052,
7896053,
7896054,
7896055,
7896056,
7896057,
7896058,
7896059,
7896060,
7896061,
7896062,
7896063,
7896064,
7896065,
7896066,
7896067,
7896068,
7896069,
7896070,
7896071,
7896072,
7896073,
7896074,
7896075,
7896076,
7896077,
7896078,
7896079,
7896080,
7896081,
7896082,
7896083,
7896084,
7896085,
7896086,
7896087,
7896088,
7896089,
7896090,
7896091,
7896092,
7896093,
7896094,
7896095,
7896096,
7896097,
7896098,
7896099,
7896100,
7896101,
7896102,
7896103,
7896104,
7896105,
7896106,
7896107,
7896108,
7896109,
7896110,
7896111,
7896112,
7896113,
7896114,
7896115,
7896116,
7896117,
7896118,
7896119,
7896120,
7896121,
7896122,
7896123,
7896124,
7896125,
7896126,
7896127,
7896128,
7896129,
7896130,
7896131,
7896132,
7896133,
7896134,
7896135,
7896136,
7896137,
7896138,
7896139,
7896140,
7896141,
7896142,
7896143,
7896144,
7896145,
7896146,
7896147,
7896148,
7896149,
7896150,
7896151,
7896152,
7896153,
7896154,
7896155,
7896156,
7896157,
7896158,
7896159,
7896160,
7896161,
7896162,
7896163,
7896164,
7896165,
7896166,
7896167,
7896168,
7896169,
7896170,
7896171,
7896172,
7896173,
7896174,
7896175,
7896176,
7896177,
7896178,
7896179,
7896180,
7896181,
7896182,
7896183,
7896184,
7896185,
7896186,
7896187,
7896188,
7896189,
7896190,
7896191,
7896192,
7896193,
7896194,
7896195,
7896196,
7896197,
7896198,
7896199,
7896200,
7896201,
7896202,
7896203,
7896204,
7896205,
7896206,
7896207,
7896208,
7896209,
7896210,
7896211,
7896212,
7896213,
7896214,
7896215,
7896216,
7896217,
7896218,
7896219,
7896220,
7896221,
7896222,
7896223,
7896224,
7896225,
7896226,
7896227,
7896228,
7896229,
7896230,
7896231,
7896232,
7896233,
7896234,
7896235,
7896236,
7896237,
7896238,
7896239,
7896240,
7896241,
7896242,
7896243,
7896244,
7896245,
7896246,
7896247,
7896248,
7896249,
7896250,
7896251,
7896252,
7896253,
7896254,
7896255,
7896256,
7896257,
7896258,
7896259,
7896260,
7896261,
7896262,
7896263,
7896264,
7896265,
7896266,
7896267,
7896268,
7896269,
7896270,
7896271,
7896272,
7896273,
7896274,
7896275,
7896276,
7896277,
7896278,
7896279,
7896280,
7896281,
7896282,
7896283,
7896284,
7896285,
7896286,
7896287,
7896288,
7896289,
7896290,
7896291,
7896292,
7896293,
7896294,
7896295,
7896296,
7896297,
7896298,
7896299,
7896300,
7896301,
7896302,
7896303,
7896304,
7896305,
7896306,
7896307,
7896308,
7896309,
7896310,
7896311,
7896312,
7896313,
7896314,
7896315,
7896316,
7896317,
7896318,
7896319,
7896320,
7896321,
7896322,
7896323,
7896324,
7896325,
7896326,
7896327,
7896328,
7896329,
7896330,
7896331,
7896332,
7896333,
7896334,
7896335,
7896336,
7896337,
7896338,
7896339,
7896340,
7896341,
7896342,
7896343,
7896344,
7896345,
7896346,
7896347,
7896348,
7896349,
7896350,
7896351,
7896352,
7896353,
7896354,
7896355,
7896356,
7896357,
7896358,
7896359,
7896360,
7896361,
7896362,
7896363,
7896364,
7896365,
7896366,
7896367,
7896368,
7896369,
7896370,
7896371,
7896372,
7896373,
7896374,
7896375,
7896376,
7896377,
7896378,
7896379,
7896380,
7896381,
7896382,
7896383,
7896384,
7896385,
7896386,
7896387,
7896388,
7896389,
7896390,
7896391,
7896392,
7896393,
7896394,
7896395,
7896396,
7896397,
7896398,
7896399,
7896400,
7896401,
7896402,
7896403,
7896404,
7896405,
7896406,
7896407,
7896408,
7896409,
7896410,
7896411,
7896412,
7896413,
7896414,
7896415,
7896416,
7896417,
7896418,
7896419,
7896420,
7896421,
7896422,
7896423,
7896424,
7896425,
7896426,
7896427,
7896429,
7896430,
7896431,
7896432,
7896433,
7896434,
7896435,
7896436,
7896437,
7896438,
7896439,
7896440,
7896441,
7896442,
7896443,
7896444,
7896445,
7896446,
7896447,
7896448,
7896449,
7896450,
7896451,
7896452,
7896453,
7896454,
7896455,
7896456,
7896457,
7896458,
7896459,
7896460,
7896461,
7896462,
7896463,
7896464,
7896465,
7896466,
7896467,
7896468,
7896469,
7896470,
7896471,
7896472,
7896473,
7896474,
7896475,
7896476,
7896477,
7896478,
7896479,
7896480,
7896481,
7896482,
7896483,
7896484,
7896485,
7896486,
7896487,
7896488,
7896489,
7896490,
7896491,
7896492,
7896493,
7896494,
7896495,
7896496,
7896497,
7896498,
7896499,
7896500,
7896501,
7896502,
7896503,
7896504,
7896505,
7896506,
7896507,
7896508,
7896509,
7896510,
7896511,
7896512,
7896513,
7896514,
7896515,
7896516,
7896517,
7896518,
7896519,
7896520,
7896521,
7896522,
7896523,
7896524,
7896525,
7896526,
7896527,
7896528,
7896529,
7896530,
7896531,
7896532,
7896533,
7896534,
7896535,
7896536,
7896537,
7896538,
7896540,
7896541,
7896542,
7896544,
7896545,
7896546,
7896547,
7896548,
7896549,
7896550,
7896551,
7896552,
7896553,
7896554,
7896555,
7896556,
7896557,
7896558,
7896559,
7896561,
7896562,
7896563,
7896564,
7896565,
7896566,
7896567,
7896568,
7896569,
7896570,
7896571,
7896572,
7896573,
7896574,
7896575,
7896576,
7896577,
7896578,
7896579,
7896580,
7896581,
7896582,
7896583,
7896584,
7896585,
7896586,
7896587,
7896588,
7896589,
7896590,
7896591,
7896592,
7896593,
7896594,
7896595,
7896596,
7896597,
7896598,
7896599,
7896600,
7896601,
7896602,
7896603,
7896604,
7896605,
7896606,
7896607,
7896608,
7896609,
7896610,
7896611,
7896612,
7896613,
7896614,
7896615,
7896616,
7896617,
7896618,
7896619,
7896620,
7896621,
7896622,
7896623,
7896624,
7896625,
7896626,
7896627,
7896628,
7896629,
7896630,
7896631,
7896632,
7896633,
7896634,
7896635,
7896636,
7896637,
7896638,
7896639,
7896640,
7896641,
7896642,
7896643,
7896644,
7896645,
7896646,
7896647,
7896648,
7896649,
7896650,
7896651,
7896652,
7896653,
7896654,
7896655,
7896656,
7896657,
7896658,
7896659,
7896660,
7896661,
7896662,
7896663,
7896664,
7896665,
7896666,
7896667,
7896668,
7896669,
7896670,
7896671,
7896672,
7896673,
7896674,
7896675,
7896676,
7896677,
7896678,
7896679,
7896680,
7896681,
7896682,
7896683,
7896684,
7896685,
7896686,
7896687,
7896688,
7896689,
7896690,
7896691,
7896692,
7896693,
7896694,
7896695,
7896696,
7896697,
7896698,
7896699,
7896700,
7896701,
7896702,
7896703,
7896704,
7896705,
7896706,
7896707,
7896708,
7896709,
7896710,
7896711,
7896712,
7896713,
7896714,
7896715,
7896716,
7896717,
7896718,
7896719,
7896720,
7896721,
7896722,
7896723,
7896724,
7896725,
7896726,
7896727,
7896728,
7896729,
7896730,
7896736,
7896738,
7896740,OR4F4
7896740,OR4F17
7896740,OR4F5
7896742,LINC00266-1
7896742,PCMTD2
7896742,LINC01881
7896744,OR4F29
7896744,OR4F3
7896744,OR4F16
7896744,OR4F21
7896746,MTND1P23
7896748,
7896750,
7896752,
7896754,SEPTIN7P13
7896756,FAM87B
7896756,FAM87A
7896759,LINC01128
7896761,SAMD11
7896779,KLHL17
7896798,PLEKHN1
7896817,ISG15
7896822,AGRN
7896859,MIR200B
7896861,MIR200A
7896863,MIR429
7896865,TTLL10
7896878,B3GALT6
7896882,SCNN1D
7896908,PUSL1
7896917,CPTP
7896921,TAS1R3
7896929,VWA1
7896937,ATAD3C
7896937,ATAD3A
7896937,ATAD3B
7896952,ATAD3A
7896961,ATAD3C
7896961,ATAD3B
7896961,ATAD3A
7896983,
7896985,MIB2
7897006,MMP23B
7897006,MMP23A
7897026,CALML6
7897034,GABRD
7897044,PRKCZ
7897066,FAAP20
7897068,SKI
7897076,
7897078,RER1
7897089,PLCH2
7897119,PRXL2B
7897128,ACTRT2
7897132,PRDM16
7897154,ARHGEF16
7897172,TPRG1L
7897179,TP73
7897196,CCDC27
7897210,DFFB
7897227,AJAP1
7897236,KCNAB2
7897257,RNF207
7897263,RNF207
7897277,LINC00337
7897280,HES3
7897286,
7897288,ESPN
7897293,
7897295,TAS1R1
7897305,ZBTB48
7897322,PHF13
7897329,THAP3
7897339,CAMTA1
7897368,
7897370,VAMP3
7897378,PER3
7897404,PARK7
7897416,SLC45A1
7897422,
7897424,
7897426,CA6
7897439,
7897441,H6PD
7897449,SPSB1
7897460,SLC25A33
7897469,TMEM201
7897482,PIK3CD
7897509,NMNAT1
7897520,
7897522,RBP7
7897527,UBE4B
7897559,
7897561,KIF1B
7897620,PGD
7897632,CENPS-CORT
7897632,CORT
7897632,CENPS
7897648,PEX14
7897661,
7897663,TARDBP
7897675,ANGPTL7
7897683,
7897685,UBIAD1
7897691,DISP3
7897714,FBXO44
7897728,FBXO6
7897737,DRAXIN
7897745,AGTRAP
7897753,C1orf167
7897774,CLCN6
7897774,NPPA-AS1
7897801,RNU5E-1
7897803,PLOD1
7897824,MFN2
7897849,MIIP
7897860,TNFRSF8
7897877,TNFRSF1B
7897890,VPS13D
7897953,SNORA59B
7897953,SNORA59A
7897955,AADACL4
7897960,AADACL3
7897964,
7897966,C1orf158
7897974,PRAMEF12
7897978,PRAMEF1
7897978,PRAMEF14
7897978,PRAMEF13
7897978,PRAMEF2
7897978,PRAMEF36P
7897978,PRAMEF34P
7897987,PRAMEF2
7897991,PRAMEF8
7897991,PRAMEF7
7897995,
7897997,PRAMEF22
7897997,PRAMEF18
7897997,PRAMEF10
7897997,PRAMEF19
7897997,PRAMEF33
7898002,PRAMEF8
7898002,PRAMEF7
7898002,PRAMEF22
7898002,PRAMEF18
7898002,PRAMEF4
7898002,PRAMEF6
7898002,PRAMEF9
7898002,PRAMEF5
7898002,PRAMEF10
7898002,PRAMEF15
7898002,PRAMEF33
7898002,PRAMEF27
7898002,PRAMEF26
7898002,PRAMEF25
7898002,PRAMEF19
7898007,PRAMEF8
7898007,PRAMEF7
7898007,PRAMEF5
7898007,PRAMEF4
7898007,PRAMEF6
7898007,PRAMEF15
7898007,PRAMEF9
7898007,PRAMEF11
7898007,PRAMEF26
7898007,PRAMEF25
7898007,PRAMEF27
7898012,PRAMEF8
7898012,PRAMEF7
7898012,PRAMEF5
7898012,PRAMEF15
7898012,PRAMEF9
7898012,PRAMEF4
7898012,PRAMEF6
7898012,PRAMEF11
7898012,PRAMEF26
7898012,PRAMEF25
7898012,PRAMEF27
7898012,PRAMEF20
7898020,PRAMEF10
7898020,PRAMEF22
7898020,PRAMEF33
7898020,PRAMEF1
7898020,PRAMEF18
7898020,PRAMEF17
7898020,PRAMEF2
7898020,PRAMEF36P
7898020,PRAMEF34P
7898026,PRAMEF10
7898026,PRAMEF33
7898026,PRAMEF1
7898026,PRAMEF17
7898030,PRAMEF8
7898030,PRAMEF7
7898030,PRAMEF5
7898030,PRAMEF20
7898034,PRAMEF10
7898034,PRAMEF22
7898034,PRAMEF33
7898034,PRAMEF1
7898034,PRAMEF18
7898034,PRAMEF17
7898034,PRAMEF2
7898034,PRAMEF36P
7898034,PRAMEF34P
7898040,PRAMEF8
7898040,PRAMEF7
7898040,PRAMEF5
7898040,PRAMEF15
7898040,PRAMEF9
7898040,PRAMEF4
7898040,PRAMEF6
7898040,PRAMEF11
7898040,PRAMEF26
7898040,PRAMEF25
7898040,PRAMEF27
7898040,PRAMEF20
7898048,PRAMEF10
7898048,PRAMEF22
7898048,PRAMEF33
7898048,PRAMEF1
7898048,PRAMEF18
7898048,PRAMEF17
7898052,PRAMEF8
7898052,PRAMEF7
7898052,PRAMEF5
7898052,PRAMEF15
7898052,PRAMEF9
7898052,PRAMEF20
7898057,PDPN
7898070,PRDM2
7898084,KAZN
7898102,KAZN
7898112,
7898115,TMEM51
7898124,FHAD1
7898161,EFHD2
7898167,CTRC
7898176,CELA2A
7898184,CELA2B
7898192,DNAJC16
7898209,
7898211,RSC1A1
7898211,DDI2
7898227,PLEKHM2
7898249,SLC25A34
7898256,TMEM82
7898263,FBLIM1
7898276,
7898278,SPEN
7898294,
7898296,SRARP
7898300,CLCNKA
7898314,CLCNKB
7898328,SZRD1
7898337,NECAP2
7898350,
7898353,
7898355,
7898357,MST1P2
7898357,MST1
7898357,MST1L
7898371,LINC01145
7898373,
7898375,RNVU1-18
7898375,RNU1-3
7898375,RNU1-4
7898375,RNU1-2
7898375,RNU1-1
7898375,GSTM2
7898377,CROCC
7898405,
7898407,LOC440570
7898407,LINC01783
7898411,RNVU1-18
7898411,RNU1-3
7898411,RNU1-4
7898411,RNU1-2
7898411,RNU1-1
7898411,GSTM2
7898413,PADI1
7898431,PADI3
7898448,PADI4
7898466,PADI6
7898483,ARHGEF10L
7898516,ACTL8
7898521,IGSF21
7898533,KLHDC7A
7898535,
7898537,PAX7
7898549,MRTO4
7898556,SLC66A1
7898568,
7898570,
7898572,
7898574,MICOS10
7898574,MICOS10-NBL1
7898582,RPS14P3
7898585,NBL1
7898585,MICOS10-NBL1
7898594,HTR6
7898602,OTUD3
7898607,
7898609,PLA2G5
7898616,PLA2G2F
7898623,UBXN10
7898627,VWA5B1
7898653,FAM43B
7898655,CDA
7898663,PINK1
7898663,MIR6084
7898673,
7898675,
7898677,HS6ST1
7898679,NBPF3
7898693,ALPL
7898707,LDLRAD2
7898713,CELA3B
7898721,
7898723,
7898725,CELA3A
7898732,
7898734,
7898736,LINC00339
7898739,CDC42
7898750,ZBTB40
7898773,EPHA8
7898793,C1QA
7898799,C1QC
7898805,C1QB
7898809,EPHB2
7898833,KDM1A
7898854,
7898856,
7898858,ZNF436-AS1
7898869,MDS2
7898875,RPL11
7898881,ELOA
7898894,PITHD1
7898902,LYPLA2
7898910,PNRC2
7898916,GRHL3
7898939,NIPAL3
7898957,RCAN3
7898967,NCMAP
7898975,SRRM1
7898988,CLIC4
7898998,RHD
7899005,TMEM50A
7899016,SDHD
7899018,MACO1
7899023,LDLRAP1
7899029,MAN1C1
7899043,SELENON
7899057,MTFR1L
7899069,
7899071,
7899073,
7899075,EXTL1
7899087,PDIK1L
7899093,FAM110D
7899096,ZNF593
7899101,CNKSR1
7899124,CATSPER4
7899134,CEP85
7899151,
7899153,SH3BGRL3
7899160,CD52
7899167,LIN28A
7899173,DHDDS
7899187,HMGN2
7899192,RPS6KA1
7899220,ARID1A
7899244,PIGV
7899251,
7899253,ZDHHC18
7899265,SFN
7899273,NUDC
7899284,TRNP1
7899287,
7899289,WDTC1
7899310,TMEM222
7899323,SYTL1
7899343,GPR3
7899346,TMA7
7899348,
7899350,FAM76A
7899361,STX12
7899375,
7899377,PPP1R8
7899392,SCARNA1
7899394,THEMIS2
7899407,SMPDL3B
7899417,XKR8
7899422,
7899424,ATP5IF1
7899436,SESN2
7899448,MED18
7899455,PHACTR4
7899462,RCC1
7899462,SNHG3
7899480,SNORA73A
7899480,SNHG3
7899484,
7899486,TRNAU1AP
7899499,RAB42
7899502,RNU11
7899504,GMEB1
7899517,
7899519,YTHDF2
7899528,OPRD1
7899534,EPB41
7899560,
7899562,PTPRU
7899595,MATN1-AS1
7899600,
7899602,
7899604,ZCCHC17
7899615,SERINC2
7899627,TINAGL1
7899643,HCRTR1
7899654,KHDRBS1
7899675,TMEM39B
7899688,KPNA6
7899703,TXLNA
7899719,CCDC28B
7899727,IQCC
7899737,EIF3I
7899750,FAM167B
7899753,LCK
7899774,HDAC1
7899790,TSSK3
7899795,
7899797,ZBTB8A
7899797,ZBTB8B
7899811,
7899813,RBBP4
7899821,KIAA1522
7899829,S100PBP
7899841,HPCA
7899849,
7899851,AZIN2
7899870,ZNF362
7899882,
7899884,ZSCAN20
7899898,HMGB4
7899905,HMGB4
7899909,
7899911,C1orf94
7899921,GJB5
7899927,GJB4
7899932,GJB3
7899939,GJA4
7899943,ZMYM1
7899955,
7899957,ZMYM4
7899988,
7899990,NCDN
7900001,TFAP2E
7900009,AGO4
7900030,AGO1
7900030,AGO3
7900051,AGO3
7900076,TEKT2
7900087,ADPRS
7900095,MAP7D1
7900119,THRAP3
7900129,SH3D21
7900144,
7900146,ZC3H12A
7900157,RPS27
7900159,DNALI1
7900167,CDCA8
7900181,
7900183,MANEAL
7900192,C1orf122
7900197,
7900201,UTP11
7900212,
7900214,
7900216,AKIRIN1
7900228,NDUFS5
7900235,MACF1
7900336,MACF1
7900340,BMP8A
7900350,
7900352,OXCT2P1
7900352,OXCT2
7900354,PPIE
7900365,MFSD2A
7900382,CAP1
7900395,RLF
7900405,
7900407,
7900409,TMCO2
7900413,ZMPSTE24
7900426,SMAP2
7900438,ZFP69B
7900446,ZFP69
